Text,entities,entity_types,Combined
The Xbox Series X 's console form is designed to be unobtrusive and minimalistic .,['Xbox Series X'],['Device'],"['The Xbox Series X', 'Xbox Series X']"
"Although it is disk compatible with the IBM PC 's DOS , its enhanced graphics capabilities make achieving full IBM compatibility more difficult than its competitors .",['DOS'],['Device'],"['IBM PC', 'IBM PC', 'DOS']"
"Animal Crossing Calculator , a Calculator app for Nintendo DSi and Nintendo 3DS .",['Nintendo DSi'],['Device'],"['Nintendo DSi', 'Nintendo DSi']"
"Primary among these was the aperiodic aerial concept , which described the mechanical layout of the radiogoniometer 's internal wiring .",['radiogoniometer'],['Device'],"['radiogoniometer', 'radiogoniometer']"
"Same as , but explicitly loads buffers into HMA or UMB ( like under DR DOS 6.0 and higher ) .",['DOS'],['Device'],"['DOS', 'DOS']"
Defines count and logical order and configures I/O address and timeout for COM4 : device .,['COM4'],['Device'],"['COM4', 'COM4']"
"Super Mario Advance 4 is the third highest-rated Game Boy Advance game , according to video game review aggregator Metacritic .",['Game Boy Advance'],['Device'],"['Game Boy Advance', 'Game Boy Advance']"
"- R300 - was also given the latest refinement of ATI 's innovative HyperZ memory bandwidth and fillrate saving technology , HyperZ III .","['R300', 'HyperZ', 'HyperZ']","['Device', 'Device', 'Device']","['R300', 'R30', 'HyperZ', 'HyperZ']"
"Memory : 64MB ( 64 × 220 bytes ) of DDR RAM , and 128MB of internal flash memory , of which about 64MB should be available to the user .",['flash memory'],['Device'],"['flash memory', 'flash memory']"
"An evolution of the older Concurrent CP/M -86 , Concurrent DOS and Concurrent DOS 386 operating systems , it was originally developed by Digital Research and acquired and further developed by Novell in 1991 .","['DOS', 'DOS']","['Device', 'Device']","['DOS', 'DOS', 'DOS']"
"An online petition created by the consumer group SumOfUs , that accuses Apple of planned obsolescence and causing substantial electronic waste by removing the headphone jack , reached over 300,000 signatures .",['headphone jack'],['Device'],"['headphone jack', 'headphone jack']"
Configures DOS management to use a specific segment as UMB memory .,['DOS'],['Device'],"['DOS', 'DOS']"
"C232 and C242 chipsets do not support CPU integrated GPUs , as they lack FDI support .","['chipsets', 'CPU', 'FDI support']","['Device', 'Device', 'Device']","['C242 chipsets', 'chipsets']"
Specifies if DOS data and code should be loaded into UMBs .,['DOS'],['Device'],"['DOS', 'DOS']"
"Same as , but explicitly loads buffers into HMA or UMB ( like under DR DOS 6.0 and higher ) .",['DOS'],['Device'],"['DOS', 'DOS']"
"motherboard IDE connector , or IDE card ) .",['motherboard'],['Device'],"['motherboard', 'motherboard']"
"The service has a few features for the console , including the Virtual Console , WiiConnect24 and several Channels .",['WiiConnect24'],['Device'],"['WiiConnect24', 'WiiConnect24']"
"In the consumer market , IoT technology is most synonymous with products pertaining to the concept of the - smart home - , including devices and appliances ( such as lighting fixtures , thermostats , home security systems , cameras , and other home appliances ) that support one or more common ecosystems , and can be controlled via devices associated with that ecosystem , such as smartphones and smart speakers .",['smart speakers'],['Device'],"['smart speakers', 'smart speakers']"
"Average access time is 165ms and data can be transferred at 180 K characters/second , more than double the speed of the 1301 .",['1301'],['Device'],"['1301', '1301']"
"However , AIT , Travan and VXA are no longer mainstream , and the capacity of LTO has far exceeded that of the most recent DDS standard , DDS-320 .","['Travan', 'VXA']","['Device', 'Device']","['DDS-320', 'V']"
is an action video game developed and published by KID for the PlayStation .,['PlayStation'],['Device'],"['PlayStation', 'PlayStation']"
"The high cost and the delays in its release date contributed to the Lisa 's discontinuation although it was repackaged and sold at $4 , 995 , as the Lisa 2 .","['Lisa', 'Lisa']","['Device', 'Device']","['Lisa', 'Lisa', 'Lisa']"
The functionality under OS/2 differs significantly from that under DOS .,['DOS'],['Device'],"['DOS', 'DOS']"
"The game was released via Xbox Live Arcade for the Xbox 360 on May 2 , 2007 .",['Xbox Live Arcade'],['Device'],"['Xbox Live Arcade', 'Xbox Live Arcade']"
"Research by Nick Yee of the Daedelus Project demonstrates that an avatar may differ considerably from a player 's offline identity , based on gender .",['avatar'],['Device'],"['Daedelus Project', 'avatar']"
"Leisure Suit Larry Bikini Beach Volley ( 2006 ) , a beach volley game for mobile phones .",['Leisure Suit Larry'],['Device'],"['Leisure Suit Larry Bikini Beach Volley', 'Leisure Suit Larry']"
( 2014-09-12 ) In 1990 the game was commercially converted for the Game Boy .,['Game Boy'],['Device'],"['Game Boy', 'Game Boy']"
"As such , they directed Ed Logg to create a light gun shooter , which was one of the most popular game genres in arcades at the time .",['light gun'],['Device'],"['light gun', 'light gun']"
"Amiga User International praised the replay modes and considered the game superior to Leader Board , but criticized Hubbard 's musical score as a - grating series of fanfares - .",['Amiga'],['Device'],"['Amiga', 'Amiga']"
Specifies alternative path to search for DOS files .,['DOS'],['Device'],"['DOS', 'DOS']"
"A basic watchdog timer has a single timer stage which , upon timeout , typically will reset the CPU :",['CPU'],['Device'],"['watchdog timer', 'CPU']"
Digital also produced single-board computers based on the VMEbus for embedded and industrial use .,['single-board computers'],['Device'],"['single-board computers', 'single - board computers']"
"While the IdeaCentre line consists only of desktops , it shares design elements and features with the IdeaPad line .",['IdeaCentre'],['Device'],"['desktops', 'IdeaCentre']"
"NS Puzzle Taito Warhammer 40,000 : Boltgun Win , Mac , Lin , NS , PS4 , PS5 , XBO , XSX First-person shooter Auroch Digital Focus Entertainment 24 Welcome Kokuri-san Win Visual novel CyberStep CyberStep 25 Bat Boy Win , NS , PS4 , PS5 , XBO , XSX Action-adventure , platform X Plus Company , Sonzai Games X Plus Company Kizuna AI : Touch the Beat !","['PS5', 'XBO', 'XSX', 'PS5', 'XBO', 'XSX']","['Device', 'Device', 'Device', 'Device', 'Device', 'Device']","['PS5', 'PS4', 'PS5', 'XBO', 'XSX', 'PS5', 'XBO', 'XSX']"
"The ROM was hacked to include a UDG editor , and accented characters .",['ROM'],['Device'],"['ROM', 'ROM']"
In March 2012 Stephen Pritchard echoed the BBC Micro successor sentiment in ITPRO .,['BBC Micro'],['Device'],"['BBC Micro', 'BBC Micro']"
Racing Strangely Named Strangely Named Ryan Clements .,['Racing'],['Device'],"['Racing', 'Racing']"
The PSP-450x requires Official Firmware 6.00 or later .,['PSP-450x'],['Device'],"['PSP-450x', 'PSP - 450']"
"The Mavica electronic still camera recorded FM modulated analog video signals on a newly developed 2 ” magnetic floppy disk , dubbed the “ Mavipak ” .",['floppy disk'],['Device'],"['floppy disk', 'Mavipak', 'floppy disk']"
"Before displays were used to display data visually , early computers would only have a teleprinter for use to access the system console .",['system console'],['Device'],"['teleprinter', 'system console']"
"The Wii U does not support GameCube controllers – while a USB adapter accessory allows GameCube controllers to be used on the console in Super Smash Bros . for Wii U , it is not compatible with any other software .","['GameCube controllers', 'GameCube controllers']","['Device', 'Device']","['GameCube controllers', 'GameCube controllers', 'GameCube controllers']"
Cam Winstanley of Amiga Power praised the graphics but criticized the difficulty of the puzzles .,['Amiga'],['Device'],"['Amiga', 'Amiga']"
"The fictional computer Colossus of Colossus : The Forbin Project used about a dozen scrapped 1620 front panels purchased on the surplus market , in various orientations .",['front panels'],['Device'],"['Colossus', 'front panels']"
"As of 14 August 2009 , Pokémon Platinum had sold over 5.66 million copies worldwide .",['Pokémon Platinum'],['Device'],"['Pokémon Platinum', 'Pokémon Platinum']"
"It was nominated in the publication 's - Best PlayStation 2 Game - , - Best Sound - , - Best Story - , - Best Graphics , Technical - , - Best Graphics , Artistic - and - Best In-Game Water - award categories .",['PlayStation 2'],['Device'],"['PlayStation 2', 'PlayStation 2']"
9337 Disk Array Subsystem used the IBM 0662 ( Spitfire ) or 0663 ( Corsair ) HDDs .,['Disk'],['Device'],"['Disk Array Subsystem', 'Disk']"
"The HP-HIL ( Hewlett-Packard Human Interface Link ) is the name of a computer bus used by Hewlett-Packard to connect keyboards , mice , trackballs , digitizers , tablets , barcode readers , rotary knobs , touchscreens , and other human interface peripherals to their HP 9000 workstations .","['HP-HIL', 'HP 9000']","['Device', 'Device']","['touchscreens', 'tablets', 'mice', 'keyboards', 'trackballs', 'rotary knobs', 'HP 9000 workstations', 'HP-HIL', 'Hewlett-Packard Human Interface Link', 'digitizers', 'keyboards', 'trackballs', 'tablets', 'barcode readers', 'touchscreen', 'HP 9000', 'workstations']"
"The Game Boy Color version uses some real songs , one of which is a sped up version of - Back in Black - by AC/DC .",['Game Boy Color'],['Device'],"['Game Boy Color', 'Game Boy Color']"
"In early-2019 , Nintendo of Europe signed a partnership with Tel Aviv-based distributor TorGaming Ltd. , making them Nintendo 's official distributor in Israel , and launched their products in the market , including the Nintendo Switch , on March 1 , 2019 .",['Nintendo Switch'],['Device'],"['Nintendo Switch', 'Nintendo Switch']"
Specifies the default DOS memory allocation strategy .,['DOS'],['Device'],"['DOS', 'DOS']"
"2319 B series of three disk drives modules allow three , six or nine drive attachment to a new 2314 Model B Storage Control Unit .",['disk drives'],['Device'],"['disk drives', 'disk drives']"
"Versions were published for the Amiga , Atari ST , and Super Nintendo Entertainment System in 1992 , then the Master System in 1993 .","['Amiga', 'Atari ST']","['Device', 'Device']","['Atari ST', 'Amiga', 'Amiga', 'Atari ST']"
"At the 2007 , Las Vegas Consumer Electronics Show ( CES ) , Sony showcased a , ( resolution 960×540 ) and , full HD resolution at OLED TV models .",['OLED TV'],['Device'],"['OLED TV', 'OLED TV']"
"When Novell acquired Digital Research in 1991 and abandoned Multiuser DOS in 1992 , the three Master VARs DataPac Australasia , Concurrent Controls and Intelligent Micro Software were allowed to license the source code of the system to take over and continue independent development of their derivations in 1994 .",['DOS'],['Device'],"['DOS', 'DOS']"
"The Sega CD version includes voice acting , but not from the film 's actors , as licensing their voices was deemed too costly .",['Sega CD'],['Device'],"['Sega CD', 'Sega CD']"
"For 68k code , this pointer appeared to be an ordinary pointer to code and could be used as such .",['68k'],['Device'],"['68k', '68k']"
"Production timeline dates retrieved from Atari 8-Bit Computers F.A.Q. , and Chronology of Personal Computers .",['Atari 8-Bit Computers'],['Device'],"['Atari 8-Bit Computers', 'Atari 8 - Bit Computer']"
"The IBM System/370 Model 195 was announced Jun 30 , 1970 and , at that time , it was - IBM 's most powerful computing system. -","['IBM System/370', '195']","['Device', 'Device']","['IBM System/370 Model 195', 'IBM System / 370']"
Criticism of desktop Linux is a history of comment on the perceived shortcomings of the Linux operating system when installed on desktop computers .,['desktop computers'],['Device'],"['desktop computers', 'desktop computers']"
"Since the release of the first WMI implementation during the Windows NT 4.0 SP4 era ( as an out-of-band download ) , Microsoft has consistently added WMI providers to Windows :",['Windows NT 4.0'],['Device'],"['Windows NT 4.0 SP4', 'Windows NT 4 . 0']"
"Sega Saturn Magazine ( previously Sega Magazine ) gave the Genesis/Mega Drive version a 62% , saying the game - has the curious compulsiveness of Tetris to a degree - , but that it is overshadowed by more complex and graphically impressive games then on the market .","['Sega Saturn', 'Tetris']","['Device', 'Device']","['Sega Saturn', 'Sega Saturn', 'Tetri']"
Intel notes that the Foreshadow flaws could produce the following :,['Foreshadow'],['Device'],"['Foreshadow', 'Foreshadow flaws']"
"The angle measured by the graticule also caused a metal wire to rotate around the face of a large circular display on one side of the HACS , known as the Deflection Display .",['HACS'],['Device'],"['HACS', 'HACS']"
"However , the large sizes and low prices of modern memory cards mitigate this .",['memory cards'],['Device'],"['memory cards', 'memory cards']"
"At the Applesoft BASIC prompt , using the right and left arrow keys to move the cursor would add/remove characters the cursor passed over to/from the input buffer .",['arrow keys'],['Device'],"['arrow keys', 'arrow keys']"
"Similar to under DOS and under OS/2 , but loads programs in background concurrently .",['DOS'],['Device'],"['DOS', 'DOS']"
"Despite these problems , most common Action Replay and Gameshark devices will work normally .","['Action Replay', 'Gameshark']","['Device', 'Device']","['Gameshark', 'Action Replay', 'Gameshark']"
"While Concurrent DOS continued to evolve in various flavours over the years to eventually become Multiuser DOS and REAL/32 , it was not specifically tailored for the desktop market and too expensive for single-user applications .",['DOS'],['Device'],"['DOS', 'DOS']"
"( DOS 6.0 and higher supports a similar feature by adding a after the corresponding CONFIG.SYS directive , f.e.",['DOS'],['Device'],"['DOS', 'DOS']"
"Ford Racing was released for the Windows in November 2000 , followed by a PlayStation version released in January 2001 .","['Ford Racing', 'PlayStation']","['Device', 'Device']","['PlayStation', 'Racing', 'PlayStation']"
The National Hockey League had EA Sports remove fighting from the Sega CD version of the game .,['Sega CD'],['Device'],"['Sega CD', 'Sega CD']"
AMDgpu is an open source device driver for the Linux operating system developed by AMD to support its Radeon lineup of graphics cards ( GPUs ) .,"['Radeon', 'graphics cards']","['Device', 'Device']","['graphics cards', 'Radeon', 'Radeon', 'graphics cards']"
The use of avatar to mean online virtual bodies was popularised by Neal Stephenson in his 1992 cyberpunk novel Snow Crash .,['avatar'],['Device'],"['avatar', 'a']"
"An example is IMDOS for the IMSAI 8080 computer made by IMS Associates , Inc. , a clone of the famous Altair 8800 .",['IMSAI 8080'],['Device'],"['IMSAI 8080', 'Altair 8800', 'IMSAI 8080']"
It was succeeded by the Nord-10 .,['Nord-10'],['Device'],"['Nord-10', 'Nord - 10']"
"It also allowed to change the SCROLLOCK , CAPSLOCK , INSERT and VERIFY settings as well as the SWITCHAR , YESCHAR , NOCHAR and RESUMECHAR characters .","['SCROLLOCK', 'CAPSLOCK', 'INSERT', 'VERIFY', 'SWITCHAR', 'YESCHAR', 'NOCHAR', 'RESUMECHAR']","['Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device']","['CAPSLOCK', 'SWITCHAR', 'YESCHAR', 'NOCHAR', 'VERIFY', 'SCROLLOCK', 'SCROLLOCK', 'CAPSLOCK', 'INSERT', 'VERIFY', 'SWITCHAR', 'YESCHAR', 'NOCHAR', 'RESUMECHAR']"
"On January 9 , 2007 , at Macworld San Francisco , Jobs unveiled that Safari 3 was ported to the newly-introduced iPhone within iPhone OS ( later called iOS ) .","['iPhone', 'iPhone']","['Device', 'Device']","['iPhone', 'iPhone']"
"The most popular franchises on Wii include the Wii video game series ( 157.53million combined units ) , Super Mario ( 53.77 million combined units ) , Wii Fit ( 43.8million combined units ) , Mario Kart ( 37.38million combined units ) , and Mario & Sonic ( 16.02million combined units ) .",['Wii'],['Device'],"['Wii', 'Wii']"
"Lisa had been in development for such a long time that it was not initially developed for the 68000 and much of its development was done on a pre-chip form of the 68000 , which was much slower than the shipping CPU .","['Lisa', '68000', '68000']","['Device', 'Device', 'Device']","['Lisa', 'Lisa', '68000', '68000']"
"The design took into account a number of perceived weaknesses of the RiscPC design , a slow memory architecture , limited I/O capability , limited expansion , and not adhering to industry standards .",['RiscPC'],['Device'],"['RiscPC', 'RiscPC']"
"Up until version 2.2 , Netatalk implemented the AppleTalk ( DDP ) protocol suite , allowing Unix-like operating systems to serve also as print ( PAP via a CUPS backend ) and time ( Timelord ) servers for Macintosh computers .",['Macintosh computers'],['Device'],"['Macintosh computers', 'Macintosh']"
Gies went on to say that - Turn 10 has charted a course for the future of the series — and created the Xbox One 's first must-own game - .,['the Xbox One'],['Device'],"['Xbox One', 'the Xbox One']"
AWE64 has support for greater polyphony than the AWE32 .,"['AWE64', 'AWE32']","['Device', 'Device']","['AWE32', 'AWE64', 'AWE32']"
"The advantages of the 3½-inch disk were its higher capacity , its smaller physical size , and its rigid case which provided better protection from dirt and other environmental risks .",['disk'],['Device'],"['disk', 'disk']"
"Note : Although an ARM processor is used in this model , the operating system is substantially the same as that of the 39G , with the Saturn chip being emulated on the ARM at a higher speed than was possible for the 39G .","['39G', '39G']","['Device', 'Device']","['Saturn', '39G', '39G']"
"3.5.2 Windows 98 , NT 4.0 , 2000 , XP SP3 , Vista , 7 17 Dec 2010 First version compatible with Windows 7 .","['Windows 98', 'NT 4.0', '7', 'Windows 7']","['Device', 'Device', 'Device', 'Device']","['XP SP3', 'Windows 98', 'NT 4 . 0', '7', 'Windows 7']"
"Florian Wimmer of NotebookCheck gave a score of 78% , also saying that the Stream 7 is suitable for users with a low budget .",['Stream 7'],['Device'],"['NotebookCheck', 'Stream 7']"
"A set of Charm tools including a compiler , assembler and linker was made available for Acorn 's RISC OS platform .",['Charm'],['Device'],"['RISC OS', 'Charm']"
Specifies if DOS data and code should be loaded into UMBs .,['DOS'],['Device'],"['DOS', 'DOS']"
Support for the Nintendo Switch Pro Controller was added in May 2018 .,['Nintendo Switch Pro Controller'],['Device'],"['Pro Controller', 'Nintendo Switch Pro Controller']"
"This is done by using the stylus to manually fashion maps on the DS touchscreen , with whatever level of detail is desired .","['DS', 'touchscreen']","['Device', 'Device']","['DS touchscreen', 'DS']"
These units are attached to the PC-8001 through the PC-8011 or the PC-8033 adapter .,['PC-8001'],['Device'],"['PC-8001', 'PC-8011', 'PC - 8001']"
Conditional execution on PS/2 -compatible machines only .,['PS/2'],['Device'],"['PS/2', 'PS / 2']"
"They are otherwise similar to standard NiMH batteries , and can be charged in standard NiMH chargers .","['NiMH batteries', 'NiMH']","['Device', 'Device']","['NiMH batteries', 'NiMH batteries', 'NiMH']"
A boot ROM upgrade may be needed to use 16MB of flash .,['ROM'],['Device'],"['ROM', 'ROM']"
"The game used a special CAV LaserDisc containing multiple storylines stored in very short , interleaved segments on the disc .",['CAV'],['Device'],"['LaserDisc', 'CAV']"
"The size and shape of the hardware is similar to the Wide Screen series , plus a cross-shaped d-pad like the Donkey Kong model .",['d-pad'],['Device'],"['Wide Screen', 'd - pad']"
"Developed by Japanese game developer Now Production and published by Activision , the game was released on the Nintendo DS on November 1 , 2011 , in United States and November 6 , 2011 , in Europe .",['Nintendo DS'],['Device'],"['Nintendo DS', 'Nintendo DS']"
"Designed for recording , arrangement and mixing , Record is made along the lines of Reason and continues the tradition of emulating hardware and the rack .",['Record'],['Device'],"['rack', 'Record']"
A patch cable is an electrical or optical cable used to connect one electronic or optical device to another for signal routing .,['patch cable'],['Device'],"['patch cable', 'patch cable']"
"IBM manufactured 8-inch floppy disk drives from 1969 until the mid-1980s , but did not become a significant manufacturer of smaller-sized , 5.25 - or 3.5-inch floppy disk drives ( the dimension refers to the diameter of the floppy disk , not the size of the drive ) .","['8-inch', 'floppy disk drives', 'floppy disk drives', 'floppy disk']","['Device', 'Device', 'Device', 'Device']","['floppy disk drives', 'floppy disk', '8', 'floppy disk drives', 'floppy disk drives', 'floppy disk']"
"A USB flash drive , also variously known as a , thumb drive , pen drive , jump drive , disk key , disk on key , flash-drive , memory stick or USB memory , is a data storage device that includes flash memory with an integrated USB interface .","['flash drive', 'disk', 'disk']","['Device', 'Device', 'Device']","['flash drive', 'thumb drive', 'pen drive', 'jump drive', 'disk key', 'memory stick', 'flash memory', 'USB flash drive', 'disk', 'flash memory']"
"GrindHouse Klang 2 Win Rhythm Tinimations Ratalaika Games 21 Disciples : Liberation Win , PS4 , PS5 , XBO , XSX Turn-based strategy Frima Studio Kalypso Media Echo Generation XBO , XSX Action role-playing Cococucumber Cococucumber Evertried NS Strategy , puzzle Dangen Entertainment Dangen Entertainment Skul : The Hero Slayer NS , PS4 , XBO Roguelike action SouthPAW Games Neowiz Toy Soldiers HD Win , NS , PS4 , XBO Action , strategy Signal Studios Accelerate Games 22 Carrion PS4 Horror Phobia Game Studio Devolver Digital The Dark Pictures Anthology : House of Ashes Win , PS4 , PS5 , XBO , XSX Interactive drama , survival horror Supermassive Games Bandai Namco Entertainment My Friend Peppa Pig Win , NS , PS4 , XBO , Stadia Adventure Petoons Studio Outright Games 26 Guardians of the Galaxy Win , NS , PS4 , PS5 , XBO , XSX Action-adventure Eidos-Montréal Square Enix Iron Harvest Complete Edition PS5 , XSX Real-time strategy King Art Games Deep Silver27Super Robot Wars 30WinTurn base strategyB.B.STUDIO CO.LTD.Bandai Namco Entertainment28 Age of Empires IV Win Real-time strategy Relic Entertainment Xbox Game Studios Doctor Who : The Edge of Reality Win , NS , PS4 , PS5 , XBO , XSX Adventure Maze Theory BBC Studios / Just Add Water Dusk NS First-person shooter New Blood Interactive New Blood Fatal Frame : Maiden of Black Water Win , NS , PS4 , PS5 , XBO , XSX Survival horror Koei Tecmo Koei Tecmo Happy Game Win , NS Adventure , horror Amanita Design Amanita Design Riders Republic Win , PS4 , PS5 , XBO , XSX , Stadia Sports Ubisoft Annecy Ubisoft Saint Kotar Win Horror , adventure Red Martyr Entertainment Soedesco Undernauts : Labyrinth of Yomi Win , NS , PS4 , XBO Role-playing , roguelike Experience Aksys Games Voice of Cards : The Isle Dragon Roars Win , NS , PS4 Role-playing Alim Square Enix 29 Crab Game Win , Mac , Lin Party Dani Dani Mario Party Superstars NS Party NDcube Nintendo NOVEMBER 2 Cupid Parasite NS Visual novel Idea Factory Idea Factory International Knockout City PS5 , XSX Sports Velan Studios Electronic Arts World War Z NS Third-person shooter Saber Interactive Mad Dog Games 4 A Boy and His Blob NS Puzzle-platform WayForward Ziggurat Interactive The Binding of Isaac : Repentance NS , PS4 , PS5 Roguelike Nicalis Nicalis Demon Turf Win , NS , PS5 , PS4 , XSX , XBO Platformer Fabraz Playtonic Friends Just Dance 2022 NS , PS5 , PS4 , XSX , XBO , Stadia Rhythm Ubisoft Paris Ubisoft Tales of Luminaria iOS , Android Action role-playing Bandai Namco Studios Bandai Namco Entertainment Mr. Driller Drill Land PS4 , PS5 , XBO , XSX Puzzle Bandai Namco Entertainment Bandai Namco Entertainment Where Cards Fall Win , NS Puzzle The Game Band Snowman 5 Call of Duty : Vanguard Win , PS4 , PS5 , XBO , XSX First-person shooter Sledgehammer Games Activision Fast & Furious : Spy Racers Rise of SH1FT3R Win , NS , PS4 , XBO Racing 3DClouds Outright Games9 Blue Reflection : Second Light Win , NS , PS4 Role-playing Gust Co . Ltd . Koei Tecmo Football Manager 2022 Win , Mac , NS , XBO , XSX , iOS , Android Sports Sports Interactive Sega Forza Horizon 5 Win , XBO , XSX Racing Playground Games Xbox Game Studios Jurassic World Evolution 2 Win , PS4 , PS5 , XBO , XSX Business simulation Frontier Developments Frontier Developments Tiny Tina 's Assault on Dragon Keep : A Wonderlands One-Shot Adventure Win , PS4 , PS5 , XBO , XSX Action role-playing , first-person shooter Gearbox Software , Stray Kite Studios 2K Games 11 The Elder Scrolls V : Skyrim Anniversary Edition Win , PS4 , PS5 , XBO , XSX Role-playing Bethesda Game Studios Bethesda Softworks Grand Theft Auto : The Trilogy – The Definitive Edition Win , NS , PS4 , PS5 , XBO , XSX Action-adventure Grove Street Games Rockstar Games PUBG : New State iOS , Android Battle royale PUBG Studio Krafton Star Wars : Knights of the Old Republic NS Role-playing Aspyr Lucasfilm Games 12 Shin Megami Tensei V NS Role-playing Atlus Atlus 16 Grow : Song of the Evertree Win , NS , PS4 , XBO Action-adventure Prideful Sloth 505 Games Hextech Mayhem : A League of Legends Story Win , NS Rhythm Choice Provisions Riot Forge The Last Stand : Aftermath Win , PS4 , PS5 , XBO , XSX Survival , roguelite Con Artist Games Armor GamesLight Fairytale Episode IIPS4Role-playingneko worksneko works Ruined King : A League of Legends Story Win , NS , PS4 , PS5 , XBO , XSX Tactical role-playing Airship Syndicate Riot Forge Sherlock Holmes : Chapter One Win , PS5 , XSX Adventure Frogwares Frogwares Surviving the Aftermath NS Action-adventure Iceflake Studios Paradox Interactive The Waylanders Win Role-playing Gato Studio Gato Studio 17 Final Fantasy VII : The First Soldier iOS , Android Third-person shooter Ateam Inc . Square Enix Gunfire Reborn Win Roguelite , first-person shooter Duoyi Games Duoyi Games Klang 2 NS , PS4 , PS5 , XBO , XSX Rhythm Tinimations Ratalaika Games 18 Kid A Mnesia Exhibition Win , Mac , PS5 Exploration Namethemachine , Arbitrarily Good Productions Epic Games Microsoft Flight Simulator : Game of the Year Edition Win , XSX Amateur flight simulation Asobo Studio Xbox Game Studios 19 Battlefield 2042 Win , PS4 , PS5 , XBO , XSX First-person shooter DICE Electronic Arts Pokémon Brilliant Diamond and Shining Pearl NS Role-playing ILCA The Pokémon Company / Nintendo 21 Re:Legend Win , PS4 , NS , XBO Role-playing Magnus Games Studio 505 Games 23 Death 's Door NS , PS4 , PS5 Action-adventure Acid Nerve Devolver Digital Deeer Simulator Win Sandbox , action-adventure Gibier Games Playism 30 Beyond a Steel Sky NS , PS4 , PS5 , XBO , XSX Adventure Revolution Software Microids Clockwork Aquario NS , PS4 Action platformer Westone Strictly Limited Games Evil Genius 2 : World Domination PS4 , PS5 , XBO , XSX Real-time strategy , simulation Rebellion Developments Rebellion Developments DECEMBER 1 Propnight Win Survival horror Fntastic Mytona 2 Dairoku : Agents of Sakuratani NS Visual novel Idea Factory Aksys Games Solar Ash Win , PS4 , PS5 Action-adventure Heart Machine Annapurna Interactive 3 Big Brain Academy : Brain vs .","['PS5', 'XBO', 'XSX', 'XBO', 'XSX', 'XBO', 'XBO', 'PS5', 'XBO', 'XSX', 'XBO', 'PS5', 'XBO', 'XSX', 'PS5', 'XSX', 'Xbox', 'PS5', 'XBO', 'XSX', 'PS5', 'XBO', 'XSX', 'Riders Republic', 'PS5', 'XBO', 'XSX', 'XBO', 'PS5', 'XSX', 'PS5', 'PS5', 'XSX', 'XBO', 'PS5', 'XSX', 'XBO', 'Mr. Driller Drill Land', 'PS5', 'XBO', 'XSX', 'PS5', 'XBO', 'XSX', 'XBO', 'Racing', 'XBO', 'XSX', 'XBO', 'XSX', 'Racing', 'Xbox', 'PS5', 'XBO', 'XSX', 'PS5', 'XBO', 'XSX', 'PS5', 'XBO', 'XSX', 'PS5', 'XBO', 'XSX', 'Shin Megami Tensei V', 'XBO', 'PS5', 'XBO', 'XSX', 'PS5', 'XBO', 'XSX', 'PS5', 'XSX', 'PS5', 'XBO', 'XSX', 'Kid A Mnesia Exhibition', 'PS5', 'XSX', 'Xbox', 'PS5', 'XBO', 'XSX', 'XBO', 'PS5', 'PS5', 'XBO', 'XSX', 'Evil Genius 2 : World Domination', 'PS5', 'XBO', 'XSX', 'PS5']","['Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device']","['PS4', 'PS5', 'PS5', 'XBO', 'XSX', 'XBO', 'XSX', 'XBO', 'XBO', 'PS5', 'XBO', 'XSX', 'XBO', 'PS5', 'XBO', 'XSX', 'PS5', 'XSX', 'Xbox', 'PS5', 'XBO', 'XSX', 'PS5', 'XBO', 'XS', 'X', 'X', 'X']"
"Next Generation ranked The Sims as the 45th highest-selling game launched for the PlayStation 2 , Xbox or GameCube between January 2000 and July 2006 in the United States .",['PlayStation 2'],['Device'],"['PlayStation 2', 'PlayStation 2']"
This is intended to ease dual booting between Windows9x and DOS .,['DOS'],['Device'],"['DOS', 'DOS']"
Potential future uses for the multiple privilege levels supported by the x86 ISA family include containerization and virtual machines .,['privilege levels'],['Device'],"['x86', 'privilege levels']"
The dom0 domain is typically a version of Linux or BSD .,['BSD'],['Device'],['dom0']
"As arcade technology entered the 1990s , larger cabinets were being built which in turn also housed larger monitors such as the 3 28 - screen version of Namco 's Ridge Racer from 1993 .",['monitors'],['Device'],"['monitors', 'monitors']"
