Text,entities,entity_types,UniNER
"For example , a file can be opened and closed by a program in a specific , timed pattern that can be detected by another program , and the pattern can be interpreted as a string of bits , forming a covert channel .",['covert channel'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"This is probably why the term is data race ; on many platforms , where there is a race condition involving only synchronization operations , such a race may be nondeterministic but otherwise safe ; but a data race could lead to memory corruption or undefined behavior .",['race condition'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In October 2015 , an SQL injection attack was used to steal the personal details of 156,959 customers from British telecommunications company TalkTalk 's servers , exploiting a vulnerability in a legacy web portal .",['SQL injection attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Insecure direct object reference ( IDOR ) is a type of access control vulnerability in digital security .,"['Insecure direct object reference', 'IDOR']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Modern operating systems use a variety of techniques to combat malicious buffer overflows , notably by randomizing the layout of memory , or deliberately leaving space between buffers and looking for actions that write into those areas ( "" canaries "" ) .",['buffer overflows'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On 14 May 2019 , various groups of security researchers , amongst others from Austria 's Graz University of Technology , Belgium 's Catholic University of Leuven , and Netherlands ' Vrije Universiteit Amsterdam , in a disclosure coordinated with Intel , published the discovery of the MDS vulnerabilities in Intel microprocessors , which they named Fallout , RIDL and ZombieLoad .","['Fallout', 'ZombieLoad']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The heap sprays used in all these exploits were very similar , which showed the versatility of the technique and its ease of use , without need for major modifications between exploits .",['heap sprays'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Dirty Cow was one of the first security issues transparently fixed in Ubuntu by the Canonical Live Patch service .,['Dirty Cow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[""Dirty Cow""]']})"
"Among more structured solutions , a popular technique to avoid dangling pointers in C++ is to use smart pointers .",['dangling pointers'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Shellshock , also known as Bashdoor , is a family of security bugs in the Unix Bash shell , the first of which was disclosed on 24 September 2014 .","['Shellshock', 'Bashdoor']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Persistent XSS vulnerabilities can be more significant than other types because an attacker 's malicious script is rendered automatically , without the need to individually target victims or lure them to a third-party website .",['XSS'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Therefore , the nature of Stagefright bug highlights the technical and organizational difficulties associated with the propagation of Android patches .",['Stagefright'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"When executed , the WannaCry malware first checks the kill switch domain name ( iuqerfsodp9ifjaposdfjhgosurijfaewrwergwea.com ) ; if it is not found , then the ransomware encrypts the computer 's data , then attempts to exploit the SMB vulnerability to spread out to random computers on the Internet , and laterally to computers on the same network .","['WannaCry malware', 'iuqerfsodp9ifjaposdfjhgosurijfaewrwergwea.com']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The name cross-site cooking and concept was presented by Michał Zalewski in 2006 .,['cross-site cooking'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On September 19 , 2007 and January 26 , 2009 the Turkish hacker group "" m0sted "" used SQL injection to exploit Microsoft 's SQL Server to hack web servers belonging to McAlester Army Ammunition Plant and the US Army Corps of Engineers respectively .",['SQL injection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In addition to this , as part of a recent effort to mitigate cross-site leaks , Chrome , Brave , Microsoft Edge Firefox and Safari committed to implementing storage partitioning .",['cross-site leaks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In computer security , a drive-by download is the unintended download of software , typically malicious software .",['drive-by download'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Amit Yoran , CEO of Tenable and the founding director of the United States Computer Emergency Readiness Team , stated ""[Log4Shell] is by far the single biggest , most critical vulnerability ever "" , noting that sophisticated attacks were beginning shortly after the bug , saying "" We 're also already seeing it leveraged for ransomware attacks , which , again , should be a major alarm bell ... We 've also seen reports of attackers using Log4Shell to destroy systems without even looking to collect ransom , a fairly unusual behavior "" .",['Log4Shell'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In this type of HTTP request smuggling , the front end processes request using Transfer-Encoding header while backend processes the request using Content-Length header .",['HTTP request smuggling'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Cyber Insider Threat , or CINDER , is a digital threat method .",['Cyber Insider Threat'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"At Awesome Games Done Quick 2014 , a group of speedrunning enthusiasts managed to code and run versions of the games Pong and Snake in a copy of Super Mario World by utilizing a buffer overflow to write arbitrary code to memory .",['arbitrary code'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"A new variant of the original POODLE attack was announced on December 8 , 2014 .",['POODLE attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Ordinary things , such as existence of a file or time used for a computation , have been the medium through which a covert channel communicates .",['covert channel'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The CVE-ID associated with the original POODLE attack is .,['POODLE attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Such records allow arbitrary user-defined function to be executed when the rendering of a WMF file fails. """,['WMF'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"For instance , some spyware cannot be completely removed by Symantec , Microsoft , PC Tools .",['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"Other buffer overflow protection techniques include bounds checking , which checks accesses to each allocated block of memory so they cannot go beyond the actually allocated space , and tagging , which ensures that memory allocated for storing data cannot contain executable code .",['buffer overflow protection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
A non-critical race condition occurs when the order in which internal variables are changed does not determine the eventual state that the state machine will end up in .,['race condition'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Given this compression oracle , the rest of the BREACH attack follows the same general lines as the CRIME exploit , by performing an initial blind brute-force search to guess a few bytes , followed by divide-and-conquer search to expand a correct guess to an arbitrarily large amount of content .",['BREACH'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[""CRIME exploit""]']})"
Heartbleed was registered in the Common Vulnerabilities and Exposures database as .,['Heartbleed'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The CsFire extension ( also for Firefox ) can mitigate the impact of CSRF with less impact on normal browsing , by removing authentication information from cross-site requests .",['CSRF'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Users of the World Wide Web can reduce their exposure to CookieMonster attacks by avoiding websites that are unprotected to these attacks .,['CookieMonster attacks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
On May 30 Microsoft issued CVE-2022-30190 with guidance that users should disable MSDT .,['CVE-2022-30190'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"When the term integer underflow is used , the definition of overflow may include all types of overflows , or it may only include cases where the ideal result was closer to positive infinity than the output type 's representable value closest to positive infinity .",['integer underflow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
A countermeasure against session fixation is to generate a new session identifier ( SID ) on each request .,['session fixation'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"To prevent code injection problems , utilize secure input and output handling , such as :",['code injection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On some keyboards , one can enter a null character by holding down and pressing ( on US layouts just will often work , there being no need for to get the @ sign ) .",['null character'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"A "" return-to-libc "" attack is a computer security attack usually starting with a buffer overflow in which a subroutine return address on a call stack is replaced by an address of a subroutine that is already present in the process executable memory , bypassing the no-execute bit feature ( if present ) and ridding the attacker of the need to inject their own code .",['return-to-libc'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The most likely causes of memory corruption are programming errors ( software bugs ) .,['memory corruption'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Nevertheless , this work led to kernel page-table isolation ( KPTI , originally known as KAISER ) in 2017 , which was confirmed to eliminate a large class of security bugs , including some limited protection against the not-yet-discovered Meltdown – a fact confirmed by the Meltdown authors .","['Meltdown', 'Meltdown']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
servers had been compromised in an attack related to the Shellshock issue .,['Shellshock'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Another approach to mitigating cross-site leaks has been using Fetch metadata headers .,['cross-site leaks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In this type of HTTP request smuggling , the front end and backend both process the request using Transfer-Encoding header , but the header can be obfuscated in a way ( for example by nonstandard whitespace formatting or duplicate headers ) that makes one of the servers but not the other one ignore it .",['HTTP request smuggling'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"While newer techniques continue to be found , certain older techniques of performing cross-site leaks have become obsolete due to changes in the W3C specifications and updates to browsers .",['cross-site leaks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
It can be relaxed by using per session CSRF token instead of per request CSRF token .,"['CSRF', 'CSRF']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"More-sophisticated rootkits are able to subvert the verification process by presenting an unmodified copy of the file for inspection , or by making code modifications only in memory , reconfiguration registers , which are later compared to a white list of expected values .",['rootkits'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Following the massive impact of WannaCry , both NotPetya and BadRabbit caused over $1 billion worth of damages in over 65 countries , using EternalBlue as either an initial compromise vector or as a method of lateral movement .",['EternalBlue'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Exploits exist empirically , but were not studied from a theoretical perspective prior to the emergence of the framework of weird machines .",['weird machines'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"While the main purpose of this deliberately uninstallable application is to ensure the copy of Windows on the machine was lawfully purchased and installed , it also installs software that has been accused of "" phoning home "" on a daily basis , like spyware .",['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"Shell injection ( or command injection ) is named after Unix shells , but applies to most systems which allow software to programmatically execute a command line .",['command injection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The fundamental problem with rootkit detection is that if the operating system has been subverted , particularly by a kernel-level rootkit , it cannot be trusted to find unauthorized modifications to itself or its components .","['rootkit', 'rootkit']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The reason that a macOS or iOS program interacts with the dynamic linker so often is due both to Apple 's Cocoa and Cocoa Touch APIs and Objective-C , the language in which they are implemented ( see their main articles for more information ) .",['dynamic linker'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Detectability : Covert channel must be measurable by the intended recipient only .,['Covert channel'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The term "" pharming "" has been controversial within the field .",['pharming'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Experimental results demonstrate the VTW 's effectiveness in timely detection and defense against kernel rootkits with minimal CPU overhead ( less than 2% ) .,['rootkits'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The Self Destructing Cookies extension for Firefox does not directly protect from CSRF , but can reduce the attack window , by deleting cookies as soon as they are no longer associated with an open tab .",['CSRF'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The internationalized domain name ( IDN ) homograph attack is a way a malicious party may deceive computer users about what remote system they are communicating with , by exploiting the fact that many different characters look alike ( i.e. , they are homographs , hence the term for the attack , although technically homoglyph is the more accurate term for different characters that look alike .",['homograph attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
A JIT spray attack does heap spraying with the generated code .,['JIT spray'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Ingo Molnár then suggested the use of function tracing machinery in the Linux kernel to fix Spectre without Indirect Branch Restricted Speculation ( IBRS ) microcode support .,['Spectre'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Spyware is also known as tracking software .,['Spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"If the site still allows the user in , the site is vulnerable to CookieMonster attacks .",['CookieMonster attacks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The vulnerability was named BlueKeep by computer security expert Kevin Beaumont on .,['BlueKeep'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"When a null-terminated string is copied , it will be copied up to and including the first null but subsequent bytes of the shellcode will not be processed .",['shellcode'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Attackers exploited Shellshock within hours of the initial disclosure by creating botnets of compromised computers to perform distributed denial-of-service attacks and vulnerability scanning .,['Shellshock'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Similarly if a person is visiting a site with malicious content , the person may become victim to a drive-by download attack .",['drive-by download'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The company was faulted for initially restricting the release of its EternalBlue patch to recent Windows users and customers of its $ 1,000 per device Extended Support contracts , a move that left organisations such the UK 's NHS vulnerable to the WannaCry attack .",['EternalBlue'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"FORCEDENTRY , discovered in 2021 , is an example of a zero-click attack .",['zero-click attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In 2007 , former U.S. Commerce Secretary Carlos Gutierrez was allegedly targeted by an evil maid attack during a business trip to China .",['evil maid attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In HTTP networking , typically on the World Wide Web , referer spoofing ( based on a canonised misspelling of "" referrer "" ) sends incorrect referer information in an HTTP request in order to prevent a website from obtaining accurate data on the identity of the web page previously visited by the user .",['referer spoofing'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In computer programming , an integer overflow occurs when an arithmetic operation attempts to create a numeric value that is outside of the range that can be represented with a given number of digits – either higher than the maximum or lower than the minimum representable value .",['integer overflow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Kaspersky antivirus software also uses techniques resembling rootkits to protect itself from malicious actions .,['rootkits'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"It was discovered that Windows encryption APIs used by WannaCry may not completely clear the prime numbers used to generate the payload 's private keys from the memory , making it potentially possible to retrieve the required key if they had not yet been overwritten or cleared from resident memory .",['WannaCry'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Defective rootkits can sometimes introduce very obvious changes to a system : the Alureon rootkit crashed Windows systems after a security update exposed a design flaw in its code .,"['rootkits', 'rootkit']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Automatic memory management in the form of garbage collection is the most common technique for preventing some of the memory safety problems , since it prevents common memory safety errors like use-after-free for all data allocated within the language runtime .","['memory safety', 'memory safety']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"This type of shellcode does not spawn a shell , but rather instructs the machine to download a certain executable file off the network , save it to disk and execute it .",['shellcode'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Their spoofed URLs might use “ too good to be true ” prices to lure more and more looking for a good deal .,['spoofed URLs'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"These attacks have been documented since 2000 , when researchers at Purdue University detailed one of the first cross-site leak attacks .",['cross-site leak'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Privilege escalation means users receive privileges they are not entitled to .,['Privilege escalation'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"By leveraging other security vulnerabilities on a system , such as an unpatched web browser , rootpipe could be used by an attacker to help gain complete control of the operating system .",['rootpipe'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Forcing a complete dump of virtual memory will capture an active rootkit ( or a kernel dump in the case of a kernel-mode rootkit ) , allowing offline forensic analysis to be performed with a debugger against the resulting dump file , without the rootkit being able to take any measures to cloak itself .","['rootkit', 'rootkit', 'rootkit']","['Wiki_Exploit', 'Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The public full disclosure of the Stagefright bug , presented by Drake , took place on August 5 , 2015 at the Black Hat USA computer security conference , and on August 7 , 2015 at the DEF CON23 hacker convention .",['Stagefright'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Code injection could , for example :",['Code injection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Following the disclosure , on August 5 , 2015 , Zimperium publicly released the source code of a proof-of-concept exploit , actual patches for the Stagefright library ( although the patches were already publicly available since early May 2015 in the AOSP and other open-source repositories ) , and an Android application called "" Stagefright detector "" that tests whether an Android device is vulnerable to the Stagefright bug .","['Stagefright', 'Stagefright', 'Stagefright']","['Wiki_Exploit', 'Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Another avenue for these exploits involves redirects within a hosts file , rerouting traffic from legitimate sites to an alternate IP associated with the spoofed URL .",['spoofed URL'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Removal can be complicated or practically impossible , especially in cases where the rootkit resides in the kernel ; reinstallation of the operating system may be the only available solution to the problem .",['rootkit'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"An experiment conducted found that this method was successful in unlocking 360 pattern codes 74.17 % of the time when assisted by smudge attacks , an improvement from 13.33 % for pure guessing attacks .",['smudge attacks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The part of the source code of an exploit that implements this technique is called a heap spray .,['heap spray'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On its own , an arbitrary code execution exploit will give the attacker the same privileges as the target process that is vulnerable .",['arbitrary code execution'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Rootkit installation can be automated , or an attacker can install it after having obtained root or administrator access .",['Rootkit'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"SigSpoof ( ) is a family of security vulnerabilities that affected the software package GNU Privacy Guard ( "" GnuPG "" ) since version 0.2.2 , that was released in 1998 .",['SigSpoof'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"XSS worms exploit a security vulnerability known as cross site scripting ( or XSS for short ) within a website , infecting users in a variety of ways depending on the vulnerability .",['XSS worms'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In July 2020 a team of researchers from TU Kaiserslautern , Germany published a new Spectre variant called "" Spectre-STC "" ( single-threaded contention ) .",['Spectre'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Off-by-one errors also stem from confusion over zero-based numbering .,['Off-by-one errors'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"When privileges are escalated , whether by genuine or malicious means – such as by using the Dirty COW exploit – the user can modify usually unmodifiable binaries and files .",['Dirty COW'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[""Dirty COW""]']})"
"For Windows , detection tools include Microsoft Sysinternals RootkitRevealer , Avast Antivirus , Sophos Anti-Rootkit , F-Secure , Radix , GMER , and WindowsSCOPE .",['Anti-Rootkit'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On 6 September 2019 , a Metasploit exploit of the wormable BlueKeep security vulnerability was announced to have been released into the public realm .",['BlueKeep'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"At the same time , according to Dell : "" No ' real-world ' exploits of these vulnerabilities [ i.e. , Meltdown and Spectre ] have been reported to date [ 7 February 2018 ] , though researchers have produced proof-of-concepts. """,[],[],"defaultdict(<class 'list'>, {})"
"Depending on the type , the HTTP request methods vary in their susceptibility to the CSRF attacks ( due to the differences in their handling by the web browsers ) .",['CSRF attacks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
It has been shown that it is possible to create shellcode that looks like normal text in English .,['shellcode'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"While most history sniffing attacks do not require user interactions , specific variants of the attacks need users to interact with particular elements which can often be disguised as buttons , browser games , CAPTCHAs , and other such elements .",['history sniffing'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"TCP reset attack , also known as a forged TCP reset or spoofed TCP reset , is a way to terminate a TCP connection by sending a forged TCP reset packet .",['TCP reset attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The following techniques attempt to prevent DNS rebinding attacks :,['DNS rebinding'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Alcohol 120% and Daemon Tools are commercial examples of non-hostile rootkits used to defeat copy-protection mechanisms such as SafeDisc and SecuROM .,['rootkits'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"These include programs designed to remove or block spyware , as well as various user practices which reduce the chance of getting spyware on a system .","['spyware', 'spyware']","['CWE_Other', 'CWE_Other']","defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"By sending in data designed to cause a buffer overflow , it is possible to write into areas known to hold executable code and replace it with malicious code , or to selectively overwrite data pertaining to the program 's state , therefore causing behavior that was not intended by the original programmer .",['buffer overflow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
HTTP Parameter Pollution ( HPP ) is a web application vulnerability exploited by injecting encoded query string delimiters in already existing parameters .,['HTTP Parameter Pollution'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"This NaCl vulnerability , tracked as , has been mitigated by modifying the NaCl so it does not allow execution of the clflush ( cache line flush ) machine instruction , which was previously believed to be required for constructing an effective row hammer attack .",['row hammer'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In computer security , heap spraying is a technique used in exploits to facilitate arbitrary code execution .",['heap spraying'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Content sniffing , also known as media type sniffing or MIME sniffing , is the practice of inspecting the content of a byte stream to attempt to deduce the file format of the data within it .","['Content sniffing', 'MIME sniffing']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Foreshadow is similar to the Spectre security vulnerabilities discovered earlier to affect Intel and AMD chips , and the Meltdown vulnerability that affected Intel .",['Foreshadow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The Morris worm in 1988 spread in part by exploiting a stack buffer overflow in the Unix finger server .,['stack buffer overflow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The term "" clickjacking "" was coined by Jeremiah Grossman and Robert Hansen , a portmanteau of the words "" click "" and "" hijacking. """,['clickjacking'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"PC Pitstop settled , agreeing not to use the word "" spyware "" , but continues to describe harm caused by the Gator/Claria software .",['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"For C and C++ , many tools exist that perform a compile-time transformation of the code to do memory safety checks at runtime , such as CheckPointer and AddressSanitizer which imposes an average slowdown factor of 2 .",['memory safety'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Several software tools exist to facilitate referer spoofing in web browsers .,['referer spoofing'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In computer security , virtual machine escape is the process of a program breaking out of the virtual machine on which it is running and interacting with the host operating system .",['virtual machine escape'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On 4 January 2018 , Google detailed a new technique on their security blog called "" Retpoline "" ( a portmanteau of return and trampoline ) which can overcome the Spectre vulnerability with a negligible amount of processor overhead .",['Spectre vulnerability'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"If the program writes to memory referenced by a dangling pointer , a silent corruption of unrelated data may result , leading to subtle bugs that can be extremely difficult to find .",['dangling pointer'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
XSS vulnerabilities have been reported and exploited since the 1990s .,['XSS'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"EternalBlue was among the several exploits used , in conjunction with the DoublePulsar backdoor implant tool , in executing the 2017 WannaCry attacks .",['EternalBlue'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In computer security , LDAP injection is a code injection technique used to exploit web applications which could reveal sensitive user information or modify information represented in the LDAP ( Lightweight Directory Access Protocol ) data stores .",['LDAP injection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
